name,x,y,abstention
Blancherupt,7.195529460232114,48.407110168267046,24.489795918367346
Fouday,7.190595896405803,48.42072030155027,16.923076923076923
Grandfontaine,7.12864489113118,48.49844163862953,11.842105263157894
Grandfontaine,7.12864489113118,48.49844163862953,30.833333333333336
La Broque,7.172794419568379,48.46046559255652,24.009111617312072
Natzwiller,7.251338529384133,48.44771900853244,15.65217391304348
Neuviller-la-Roche,7.264554828239904,48.43066992989011,25.986842105263158
Rothau,7.20680314412595,48.448505782749145,27.1304347826087
Russ,7.269143465529741,48.48573151481054,20.698924731182796
Schirmeck,7.197990649512133,48.49254385228418,23.331130204890947
Solbach,7.19994661265577,48.43110901933673,20.18348623853211
Waldersbach,7.218156101884497,48.41776956644288,32.83582089552239
Wildersbach,7.223757760940971,48.43602785286642,20.727272727272727
Wisches,7.217049165452064,48.5121549555549,21.123321123321123
Balbronn,7.403984287783908,48.582791953624834,16.84981684981685
Bergbieten,7.450723598838747,48.577040361450614,13.368055555555555
Cosswiller,7.362267400779593,48.60881721478688,10.838445807770961
Dahlenheim,7.516016506784584,48.58840402115982,13.696369636963695
Dangolsheim,7.457335934852343,48.564653787339346,16.917922948073702
Flexbourg,7.424259393793311,48.56827426761205,14.393939393939394
Kirchheim,7.48885567554579,48.60591941596556,14.05693950177936
Marlenheim,7.505698863758516,48.61906797429275,20.196191575302944
Nordheim,7.500543757565746,48.63962682443585,14.670255720053834
Odratzheim,7.4898577692704675,48.60013569927288,12.090680100755668
Romanswiller,7.380321100681294,48.64076091286611,17.102803738317757
Scharrachbergheim-Irmstett,7.490281132965824,48.5896349060458,13.106295149638802
Traenheim,7.465155027122925,48.594075136209874,20.54054054054054
Wangen,7.462569232547702,48.61882154694452,15.716753022452504
Wangenbourg-Engenthal,7.304884281998935,48.62113313792492,17.032967032967033
Wasselonne,7.44229255424514,48.6391410172795,20.959774170783348
Westhoffen,7.414913169751571,48.60503487634877,15.825169555388094
Andlau,7.384470070169524,48.39058831118296,20.075757575757574
Barr,7.399136258179157,48.414928807144214,23.349436392914654
Bernardvillé,7.406846079755911,48.36961830783561,21.890547263681594
Blienschwiller,7.413702183171746,48.34588200188747,19.112627986348123
Dambach-la-Ville,7.427264970790397,48.323070635042605,18.985849056603772
Eichhoffen,7.440991674969037,48.3784245730386,13.126491646778044
Epfig,7.471004092101299,48.35142830504941,16.095890410958905
Gertwiller,7.475002704428594,48.41157373190687,21.101871101871104
Heiligenstein,7.440930661405484,48.42209390022377,13.835616438356164
Itterswiller,7.4293632460896655,48.367112114152505,7.655502392344498
Le Hohwald,7.309639384410181,48.40091984019911,23.829787234042556
Mittelbergheim,7.443226772498537,48.394303832227294,18.6046511627907
Nothalten,7.411844901074889,48.35608339654816,11.811023622047244
Reichsfeld,7.380134718495576,48.36321888628037,12.22707423580786
Saint-Pierre,7.46488099648258,48.384584413726465,16.071428571428573
Saint-Pierre,7.46488099648258,48.384584413726465,25.308641975308642
Saint-Pierre,7.46488099648258,48.384584413726465,16.346153846153847
Saint-Pierre,7.46488099648258,48.384584413726465,15.827338129496402
Saint-Pierre,7.46488099648258,48.384584413726465,12.663755458515283
Saint-Pierre,7.46488099648258,48.384584413726465,14.655172413793101
Saint-Pierre,7.46488099648258,48.384584413726465,65.65055762081784
Saint-Pierre,7.46488099648258,48.384584413726465,38.4371765360194
Saint-Pierre,7.46488099648258,48.384584413726465,45.001118318049656
Stotzheim,7.506600179585245,48.37568740796346,14.442013129102845
Benfeld,7.60185358530239,48.36599504496997,20.56407447973713
Boofzheim,7.677923960144021,48.33413756210037,14.985590778097983
Friesenheim,7.653912426936256,48.30900056954644,20.265151515151516
Herbsheim,7.636829070345403,48.349448166682066,10.931174089068826
Huttenheim,7.575878875251704,48.353296040275715,21.755545068428503
Kertzfeld,7.554947705623111,48.38442795377446,17.44402985074627
Kogenheim,7.530889995657735,48.331663978780874,19.456521739130434
Matzenheim,7.6353979334146205,48.38445271793261,16.259477674810448
Rhinau,7.704352425789854,48.312067285898166,23.251589464123523
Rossfeld,7.613069892036577,48.332156725482015,14.44866920152091
Sand,7.619363706456269,48.377561582342985,14.538310412573674
Sermersheim,7.552407734369559,48.3446144479156,15.702479338842975
Witternheim,7.617686807418707,48.313443832880736,19.617224880382775
Bolsenheim,7.604132246068238,48.425539171604505,12.064343163538874
Daubensand,7.728637283122461,48.351834718812654,18.91891891891892
Erstein,7.685275874595859,48.42137873590444,23.773489721276327
Gerstheim,7.704509089426705,48.38074490151029,17.005473025801408
Hindisheim,7.622588670152579,48.46620152874102,14.619883040935672
Hipsheim,7.680400803063134,48.46526170237667,16.06217616580311
Ichtratzheim,7.677526197109707,48.47852877491014,11.553784860557768
Limersheim,7.630751823204609,48.45375140584526,14.181818181818182
Nordhouse,7.685654373314816,48.447199677569145,14.44121915820029
Obenheim,7.685150196985321,48.35603377861143,21.791559000861326
Osthouse,7.6507385537135155,48.39429773789005,14.987080103359174
Schaeffersheim,7.613356149851407,48.4344872157882,12.684365781710916
Uttenheim,7.595718545623682,48.41401893064521,17.233560090702948
Westhouse,7.57239568672229,48.40674397518275,15.814319433516916
Artolsheim,7.600429273517667,48.20767309559499,15.617433414043584
Bœsenbiesen,7.5618186414677,48.22632734839051,0
Baldenheim,7.535824558797926,48.24442659798166,14.412416851441243
Bindernheim,7.614649693882532,48.28712293471545,16.174734356552538
Bootzheim,7.588097351420157,48.19317602969451,17.635658914728683
Diebolsheim,7.657560363490986,48.28558158140061,16.768916155419223
Elsenheim,7.497199615663534,48.16558179653906,15.282392026578073
Heidolsheim,7.510941193532046,48.20415103286998,0
Hessenheim,7.551939810668719,48.2055377829132,15.714285714285714
Hilsenheim,7.572989998027294,48.29700208696265,23.667786845895343
Mackenheim,7.582455092120308,48.18301883951488,15.463917525773196
Marckolsheim,7.561121906005888,48.149788151732665,23.724231159175396
Mussig,7.518486729425806,48.22661015322481,16.762452107279692
Muttersholtz,7.532931450290356,48.26876973341592,17.487980769230766
Ohnenheim,7.503824794592723,48.18738405688942,16.955445544554458
Richtolsheim,7.603868784639885,48.223878570826415,16.96113074204947
Saasenheim,7.629261733635587,48.23994044450302,13.849287169042771
Schœnau,7.65066345554305,48.226003730429824,0
Schwobsheim,7.574119290888363,48.235793060769865,10.822510822510822
Sundhouse,7.630073928854542,48.25502442652717,22.123893805309734
Wittisheim,7.590772936354821,48.26321518691371,19.12568306010929
Bernardswiller,7.453510272521353,48.447349200580135,13.062283737024222
Bourgheim,7.4890036621940785,48.419288976922715,19.024390243902438
Goxwiller,7.483453386494949,48.430924061574686,16.170212765957448
Innenheim,7.573632207174635,48.497154553540646,16.99481865284974
Krautergersheim,7.565322923181498,48.47497265138941,14.563806777217014
Meistratzheim,7.561750985244647,48.452716631928126,19.59564541213064
Niedernai,7.531323614624311,48.44557218830836,15.996074582924436
Obernai,7.480308190444697,48.4592124191832,26.674841154832237
Valff,7.526335543391853,48.42200853824352,16.699029126213592
Zellwiller,7.511132399971406,48.399248113755895,13.687600644122384
Châtenois,7.38526691725131,48.28044621946088,9.75609756097561
Châtenois,7.38526691725131,48.28044621946088,21.062106210621064
Châtenois,7.38526691725131,48.28044621946088,12.711864406779661
Châtenois,7.38526691725131,48.28044621946088,18.24623560673162
Dieffenthal,7.411370409551337,48.307382700761664,17.62114537444934
Ebersheim,7.498135916246453,48.30202711977822,17.572982255294793
Ebersmunster,7.533357353396548,48.30345926368666,14.928909952606634
Kintzheim,7.374361583590651,48.2585585092075,16.72401927047488
La Vancelle,7.31938560113307,48.281393647446,16.06217616580311
Orschwiller,7.354449781422409,48.2472750630994,14.285714285714285
Sélestat,7.462013826609019,48.248150728269096,24.38287153652393
Scherwiller,7.4150050175004285,48.29532020384323,16.86320754716981
Albé,7.336562007044607,48.36153989638308,15.46134663341646
Bassemberg,7.27804147852353,48.335963646294005,20.454545454545457
Breitenau,7.279273366625268,48.31614594912872,14.942528735632186
Breitenbach,7.287090139463051,48.37450984014952,19.932998324958124
Dieffenbach-au-Val,7.325738132869815,48.31441566820425,12.341197822141561
Fouchy,7.246559525470583,48.3160969954815,14.675767918088736
Lalaye,7.235370914853768,48.33866024806163,16.971279373368144
Maisonsgoutte,7.2590493848228625,48.35360613318609,16.873065015479877
Neubois,7.317710255063711,48.30293367244091,15.75984990619137
Neuve-Église,7.310391758240696,48.32608937642525,0
Saint-Martin,7.2856428762364684,48.34980211920356,9.366391184573002
Saint-Martin,7.2856428762364684,48.34980211920356,21.875
Saint-Martin,7.2856428762364684,48.34980211920356,14.551083591331269
Saint-Martin,7.2856428762364684,48.34980211920356,20.99644128113879
Saint-Martin,7.2856428762364684,48.34980211920356,19.5
Saint-Martin,7.2856428762364684,48.34980211920356,73.65652756413438
Saint-Maurice,7.334996655878666,48.33299644892525,14.516129032258066
Saint-Maurice,7.334996655878666,48.33299644892525,22.641509433962266
Saint-Maurice,7.334996655878666,48.33299644892525,13.226744186046513
Saint-Maurice,7.334996655878666,48.33299644892525,15.789473684210526
Saint-Maurice,7.334996655878666,48.33299644892525,17.48765506443454
Saint-Pierre-Bois,7.363591752464531,48.335784682012374,14.30635838150289
Steige,7.229717184923357,48.36267477468102,18.44106463878327
Thanvillé,7.348421789629192,48.325278250381814,14.84375
Triembach-au-Val,7.333846093271841,48.34350580420106,14.285714285714285
Urbeis,7.203021722013174,48.33237917949781,20.676691729323306
Villé,7.30342896402943,48.34297762097822,24.663359319631468
Bischholtz,7.530682425579671,48.890770926194456,18.009478672985782
Bosselshausen,7.5088495851411965,48.80615368029643,12.686567164179104
Bouxwiller,7.464914600493328,48.81734766844495,21.058315334773216
Bouxwiller,7.464914600493328,48.81734766844495,20.42042042042042
Buswiller,7.562288522517232,48.82196811136328,8.91089108910891
Dossenheim-sur-Zinsel,7.377227233353595,48.814043310151334,20.474137931034484
Ingwiller,7.469209106107412,48.88592127053767,25.32511978097194
Kirrwiller,7.526446107966139,48.82005504740419,21.709006928406467
Menchhoffen,7.498131471455487,48.863779765151406,18.03921568627451
Mulhausen,7.554875470722748,48.88650529357998,12.640449438202248
Neuwiller-lès-Saverne,7.365834295788589,48.82693585702244,20.852534562211982
Niedermodern,7.635434352506385,48.84078717272999,19.472913616398245
Niedersoultzbach,7.471350161716617,48.85068603805424,11.061946902654867
Obermodern-Zutzendorf,7.540075494142717,48.84784097019768,19.943019943019944
Obersoultzbach,7.448002552224113,48.85125792772115,11.988304093567251
Pfaffenhoffen,7.599052705471418,48.84279519169642,0
Schalkendorf,7.568404896350183,48.83698549744051,16.544117647058822
Schillersdorf,7.5239288076620845,48.87099666556746,17.46031746031746
Uttwiller,7.496198036035989,48.84675295444067,18.3206106870229
Weinbourg,7.440788041802099,48.87166160341573,15.869017632241814
Adamswiller,7.202183216042106,48.90585596729218,25.57471264367816
Asswiller,7.224330093026197,48.88067764070849,19.457013574660635
Baerendorf,7.089213870689212,48.83079853058122,11.255411255411255
Berg,7.144779060475951,48.8927834599069,17.391304347826086
Bettwiller,7.174760996260011,48.888181958722505,17.293233082706767
Burbach,7.111629241558886,48.89749800663691,15.983606557377051
Bust,7.234519767775433,48.8334655014715,11.647727272727272
Diemeringen,7.203705744774715,48.944127568800575,23.4192037470726
Drulingen,7.194815695152125,48.868056975877835,19.1468253968254
Durstel,7.204833386142935,48.89105638863619,14.606741573033707
Eschwiller,7.111145100419574,48.85756712044436,20.13888888888889
Eywiller,7.12428638680517,48.87166988933616,12.735849056603774
Gœrlingen,7.085106089560073,48.798762058473535,0
Gungwiller,7.152565447628266,48.87809989888695,20.98765432098765
Hirschland,7.1234346561093655,48.8358884216519,24.793388429752067
Kirrberg,7.064456898478454,48.82988678820555,17.123287671232877
Mackwiller,7.166728031478214,48.92483444966426,19.477911646586346
Ottwiller,7.2287577799739395,48.86343778154175,15.865384615384615
Rauwiller,7.111661627810978,48.809842546704246,16.463414634146343
Rexingen,7.178482744724025,48.90560171323957,15.337423312883436
Siewiller,7.2049236589433185,48.84177704145612,21.282798833819243
Thal-Drulingen,7.138193239541852,48.912236770339184,20.80536912751678
Volksberg,7.297849025788905,48.940447191634945,23.920265780730897
Waldhambach,7.22998284646076,48.92703481309021,16.760828625235405
Weislingen,7.257515283854694,48.91922049101475,21.532091097308488
Weyer,7.161981603625048,48.85884050466188,14.888337468982629
Erckartswiller,7.357034701385429,48.88277259292525,18.0327868852459
Eschbourg,7.290645432209341,48.82265173360408,14.960629921259844
Frohmuhl,7.27936473482473,48.91144933774189,16.55629139072848
Hinsbourg,7.29624957885468,48.90193323409031,18.103448275862068
La Petite-Pierre,7.3271655241967615,48.86576896090936,17.982456140350877
Lichtenberg,7.483393006760365,48.92213954455032,23.26530612244898
Lohr,7.263756869809435,48.85428260436024,25.892857142857146
Petersbach,7.271736653268726,48.87719086051618,20.588235294117645
Pfalzweyer,7.259827775558487,48.80871848686977,18.560606060606062
Puberg,7.3071995168469055,48.91558296378948,22.837370242214533
Reipertswiller,7.447095397388333,48.94787930929256,20.405576679340935
Rosteig,7.335785708717677,48.931563333337856,22.736842105263158
Schœnbourg,7.266117288515823,48.83332488069968,0
Sparsbach,7.40034191527963,48.879585440435335,23.589743589743588
Struth,7.268304070638236,48.89542515736456,18.779342723004692
Tieffenbach,7.244012315383336,48.90239330548613,26.93877551020408
Weiterswiller,7.409363066457721,48.85501488515515,16.73728813559322
Wimmenau,7.420316543213622,48.9214646991685,15.600448933782268
Wingen-sur-Moder,7.370086669907399,48.92568318511894,20.25931928687196
Zittersheim,7.337399203213205,48.9007065972863,20.79646017699115
Allenwiller,7.366768382887518,48.653785922942554,0
Birkenwald,7.331898973827301,48.655526086390005,0
Crastatt,7.422873294091916,48.65966858153727,11.940298507462686
Dimbsthal,7.354050091391907,48.67308287072663,17.73049645390071
Gottenhouse,7.358347495563867,48.71824716838657,14.417177914110429
Haegen,7.29659457647441,48.70518021941727,17.88908765652952
Hengwiller,7.328045286690146,48.66788868679311,11.11111111111111
Hohengœft,7.467446487633876,48.66080563550776,0
Jetterswiller,7.417529823021954,48.669781201244255,20.12987012987013
Kleingœft,7.442210920148938,48.69407836000762,0
Knœrsheim,7.458232888857133,48.67962833975481,0
Landersheim,7.5025032148669615,48.690244638096466,9.15032679738562
Lochwiller,7.414755485345965,48.697429812392635,17.37891737891738
Marmoutier,7.37117128774424,48.69465634921386,21.45278450363196
Otterswiller,7.379185768952261,48.7230379484917,15.349264705882353
Rangen,7.476907103184001,48.67226626295909,25.465838509316768
Reinhardsmunster,7.300002105881213,48.68260876995787,19
Reutenbourg,7.408169689008163,48.68220756696152,17.01492537313433
Salenthal,7.361611658669923,48.66662652233659,0
Schwenheim,7.410241826146397,48.714907789182,14.893617021276595
Singrist,7.385253075729411,48.669370385326275,0
Thal-Marmoutier,7.340463422022069,48.696557090673274,16.64167916041979
Westhouse-Marmoutier,7.454058572433737,48.685822987963114,8.016877637130802
Zehnacker,7.450434369570381,48.67040294872229,20.8955223880597
Zeinheim,7.488427120681411,48.678573725168214,14.19753086419753
Altwiller,6.9802123905109,48.91566646030943,18.154761904761905
Bissert,7.017418558736439,48.94626723048899,14.393939393939394
Butten,7.243528942588851,48.971388467940486,20.701754385964914
Dehlingen,7.181277440833939,48.98521523623355,21.54340836012862
Diedendorf,7.028336318231701,48.88754999729193,20.875420875420875
Domfessel,7.145874176309621,48.94800887391178,26.36363636363636
Harskirchen,7.026868920807586,48.92359130971609,20.885200553250346
Herbitzheim,7.081710909425184,49.02181976994411,21.695760598503743
Hinsingen,6.998940545558679,48.95118044449511,25.675675675675674
Keskastel,7.062703547901,48.9761064145728,19.688269073010662
Lorentzen,7.181736445978479,48.9570687244188,20
Oermingen,7.119511488481659,48.99842662435454,15.240328253223915
Ratzwiller,7.255407761631985,48.95115393124062,17.209302325581397
Rimsdorf,7.117502490217863,48.928460713903114,14.23076923076923
Sarre-Union,7.088942655918798,48.945235237983155,30.71535767883942
Sarrewerden,7.072866911936281,48.90765690298106,20.29972752043597
Schopperten,7.053599257148343,48.94768095371011,16.9054441260745
Siltzheim,7.090814917384541,49.061608109989365,20.599999999999998
Vœllerdingen,7.136588354439957,48.97164205627147,0
Wolfskirchen,7.080802017702362,48.87580660206857,18.40277777777778
Altenheim,7.462629494301306,48.71999777190731,9.550561797752808
Dettwiller,7.454300335623192,48.76091726238515,18.780971258671954
Eckartswiller,7.324448498461617,48.779216211374475,20.47872340425532
Ernolsheim-lès-Saverne,7.377379158555016,48.78826512921714,19.776119402985074
Furchhausen,7.430513377683554,48.720505739444285,13.479623824451412
Gottesheim,7.481158471378048,48.77583630083544,12.043795620437956
Hattmatt,7.436407345055725,48.78558941285634,16.85823754789272
Littenheim,7.4927382753408835,48.72524618211649,13.526570048309178
Lupstein,7.47520566815496,48.73815018648209,17.619783616692427
Maennolsheim,7.47193379214576,48.69760450576655,9.941520467836257
Monswiller,7.385641265525277,48.752376588679006,18.849206349206348
Ottersthal,7.341465641458841,48.758633673305695,16.486902927580893
Printzheim,7.476977527034039,48.79209300100243,17.277486910994764
Saint-Jean-Saverne,7.354565744087459,48.77831305868687,15.757575757575756
Saverne,7.3417632805582365,48.74021945305814,21.091053889036367
Steinbourg,7.413597262151167,48.763967999541016,19.247378161628625
Waldolwisheim,7.437168119633407,48.734143135957105,14.725274725274726
Wolschheim,7.451415374711758,48.70683683277361,17.073170731707318
Bischheim,7.758961798651669,48.6219726529381,28.361301015123264
Hœnheim,7.7535992817730275,48.624285727482246,0
Bernolsheim,7.684895578214034,48.75297090131193,18.199233716475096
Bietlenheim,7.783247044461614,48.72047819012229,16.055045871559635
Bilwisheim,7.663651399372896,48.710331344227754,14.572864321608039
Brumath,7.717601845838015,48.7205129650568,20.718269623180518
Donnenheim,7.662780120775488,48.7219421475023,15.040650406504067
Eckwersheim,7.696347716356435,48.68528515247296,20.221169036334913
Gambsheim,7.884035979846877,48.69230586254116,19.010005265929436
Geudertheim,7.760600082397694,48.71517509785972,15.91796875
Gries,7.824981276687201,48.75114977162899,20.30932030932031
Hœrdt,7.7848928620790145,48.690540052747586,0
Kilstett,7.845951975217854,48.68355267720857,16.562948779320248
Krautwiller,7.675084296144385,48.739100169949374,12.5
Kriegsheim,7.735498352930577,48.75678692186283,11.884550084889643
Kurtzenhouse,7.8058167297430145,48.73713729371085,18.71345029239766
La Wantzenau,7.8313517691193075,48.659353630966585,15.976578837306565
Mittelschaeffolsheim,7.652146046123232,48.69735861534972,11.00244498777506
Mommenheim,7.649727035129423,48.75624840124517,13.85665529010239
Olwisheim,7.67397240526095,48.69784896761522,11.246943765281173
Rottelsheim,7.711799150485977,48.75922056329446,13.684210526315791
Vendenheim,7.739261667773972,48.667519621942134,22.427721088435373
Weyersheim,7.830674095810954,48.71644186622792,17.198922662562524
Blaesheim,7.608779370528521,48.50232374917326,17.34786557674841
Duppigheim,7.59597612844134,48.53310398482314,15.760441292356187
Entzheim,7.633322171251311,48.53589938979481,18.02160318362706
Eschau,7.72964506374051,48.483236252944536,16.428756812873086
Fegersheim,7.688661995238508,48.49737565891863,20.20293122886133
Geispolsheim,7.6580841607314385,48.51431541017991,18.298555377207062
Holtzheim,7.644408333440658,48.5567833788013,20.25540971975878
Kolbsheim,7.5866864365336495,48.56218626789647,15.374149659863946
Lipsheim,7.656258070059599,48.48927522613555,14.061734443900049
Plobsheim,7.734957430695639,48.461415046180264,16.19275665968273
Alteckendorf,7.596410423535197,48.794455778828095,13.446676970633694
Bossendorf,7.567103021069419,48.78153904737229,8.904109589041095
Duntzenheim,7.542638610305097,48.7133034617682,13.765182186234817
Ettendorf,7.585467308841033,48.81516016281281,14.104595879556259
Friedolsheim,7.48712824480475,48.707199280213494,13.297872340425531
Geiswiller,7.500467387639236,48.79066867047109,13.157894736842104
Gingsheim,7.589665616135674,48.71985391059199,0
Grassendorf,7.610142623641213,48.81480580092432,8.955223880597014
Hochfelden,7.563696944002646,48.75605713828938,18.17285573447256
Hohatzenheim,7.612551278398813,48.71791437562144,0
Hohfrankenheim,7.580604260578578,48.728762548474215,14.746543778801843
Ingenheim,7.525841633631267,48.73395813703627,20.99236641221374
Issenhausen,7.53376587233577,48.80418520900385,14.285714285714285
Lixhausen,7.555886504348735,48.79425856656374,10.28368794326241
Melsheim,7.514814308415734,48.76414020375419,17.36263736263736
Minversheim,7.624173028813613,48.78429519767286,13.851992409867172
Mittelhausen,7.627061916599939,48.70828062313901,0
Mutzenhouse,7.588925180234819,48.740995163672046,11.731843575418994
Ringeldorf,7.606539001692063,48.82884507908502,9.67741935483871
Ringendorf,7.555952800230105,48.81010804439158,11.746031746031745
Saessolsheim,7.512713071187642,48.70845946646586,18.902439024390244
Schaffhouse-sur-Zorn,7.556810069085675,48.73380583480163,0
Scherlenheim,7.5335591662320756,48.76619990614149,16.19047619047619
Schwindratzheim,7.603433518384983,48.7652438344929,15.592203898050974
Waltenheim-sur-Zorn,7.622104448414112,48.742811728817856,13.944954128440369
Wickersheim-Wilshausen,7.533060489409872,48.78158441966784,16.477272727272727
Wilwisheim,7.499886474285636,48.75346113092487,10.27027027027027
Wingersheim,7.638780402431996,48.73023147936087,0
Zœbersdorf,7.52344676888137,48.79491333629663,0
Illkirch-Graffenstaden,7.731422786977983,48.52008954217269,23.475983506073778
Lingolsheim,7.681395728309259,48.55500268673079,27.85949682501407
Ostwald,7.707612728382218,48.54716837601281,20.436105476673426
Achenheim,7.625457952377455,48.58038133516891,15.986198964922368
